,date,ratio,total,seats_arrivals_intl,mean,mean_se,mean_ci_lower,mean_ci_upper,obs_ci_lower,obs_ci_upper,pred_mean
0,2019-01-01,0.17437225986448784,1750,10036.0,0.2128801303766143,0.01712993621900852,0.17930607232988938,0.24645418842333922,0.14364367347255885,0.28211658728066974,2136.464988459701
1,2019-02-01,0.19966212649139478,1891,9471.0,0.2083114150409987,0.014279619249200409,0.18032387559962101,0.2362989544823764,0.1416048040126685,0.2750180260693289,1972.9174118532987
2,2019-03-01,0.24533168265758795,2378,9693.0,0.20183754509486537,0.01877288187791728,0.16504337272812286,0.23863171746160788,0.1309836058179569,0.2726914843717738,1956.4113246045301
3,2019-04-01,0.2209399916072178,2106,9532.0,0.24274126571438617,0.00839524299460003,0.22628689180350792,0.25919563962526443,0.17999402663806296,0.3054885047907094,2313.809744789529
4,2019-05-01,0.24688102241606655,2434,9859.0,0.2522107287680683,0.016862530643321248,0.21916077601895564,0.285260681517181,0.18322689756378646,0.3211945599723502,2486.5455749243856
5,2019-06-01,0.26477069996851715,2523,9529.0,0.24685969373139566,0.008865858168310032,0.22948293102946773,0.26423645643332355,0.1838642853836328,0.3098551020791585,2352.326021566469
6,2019-07-01,0.2664636067639954,2537,9521.0,0.2735195535161767,0.004781548984164021,0.2641478897169011,0.28289121731545225,0.2122472296393322,0.3347918773930212,2604.1796690275182
7,2019-08-01,0.2660098522167488,2484,9338.0,0.2674715325571567,0.011608625713439975,0.24471904424880878,0.29022402086550464,0.20278656277959725,0.33215650233471616,2497.6491710187292
8,2019-09-01,0.29236276849642007,2695,9218.0,0.278602258652141,0.012114058224479234,0.25485914082554045,0.30234537647874155,0.21356223070757357,0.3436422865967084,2568.1556202554357
9,2019-10-01,0.2740718681755013,2761,10074.0,0.25602941921637057,0.009938772803056233,0.23654978247185415,0.275509055960887,0.1924218265988175,0.3196370118339236,2579.240369185717
10,2019-11-01,0.20390937361172812,2295,11255.0,0.25322795704807044,0.008909848183967072,0.23576497549977538,0.2706909385963655,0.19020871145231322,0.31624720264382766,2850.0806565760327
11,2019-12-01,0.28434385768836734,3053,10737.0,0.24909063174079374,0.012701471169538433,0.22419620569782456,0.2739850577837629,0.18362153949940752,0.31455972398217996,2674.486113000902
12,2020-01-01,0.1666068544769424,1857,11146.0,0.19736257173733965,0.011855155198076677,0.17412689451797655,0.22059824895670274,0.13250606638325274,0.26221907709142656,2199.803224584388
13,2020-02-01,0.23267953179373616,1471,6322.0,0.1785569547113215,0.013333367731396706,0.15242403416515543,0.20468987525748755,0.11260698028240679,0.2445069291402362,1128.8370676849745
14,2020-03-01,0.11055571890620405,752,6802.0,0.13025955722920074,0.01489310629402901,0.10106960527497709,0.1594495091834244,0.06303959824385057,0.1974795162145509,886.0255082730234
15,2020-04-01,0.00392156862745098,2,510.0,0.018023382263312876,0.011100098546280197,-0.003732411112241721,0.03977917563886747,-0.04631777203393375,0.0823645365605595,9.191924954289567
16,2020-05-01,0.033823529411764704,23,680.0,0.01929454783244436,0.005995101392909801,0.0075443650186752375,0.031044730646213478,-0.04238637618024589,0.08097547184513461,13.120292526062164
17,2020-06-01,0.02912621359223301,24,824.0,0.020333407313641097,0.011286162182569765,-0.0017870640878736126,0.04245387871515581,-0.04413196979630456,0.08479878442358675,16.754727626440264
18,2020-07-01,0.042483660130718956,52,1224.0,0.054417186779823795,0.00588031831748377,0.04289197465992444,0.06594239889972316,-0.007221276092890264,0.11605564965253785,66.60663661850433
19,2020-08-01,0.04779411764705882,39,816.0,0.048343965469777,0.006428703532037604,0.035743938079697855,0.06094399285985614,-0.01350448059908571,0.1101924115386397,39.44867582333803
20,2020-09-01,0.060874704491725766,103,1692.0,0.053634212771589335,0.005834604766703281,0.04219859756482518,0.06506982797835349,-0.007987560053114837,0.1152559855962935,90.74908800952916
21,2020-10-01,0.07352941176470588,60,816.0,0.04020165032835846,0.014883273455284816,0.011030970383939211,0.0693723302727777,-0.027009942119090788,0.1074132427758077,32.8045466679405
22,2020-11-01,0.012861736334405145,16,1244.0,0.032728615385553675,0.01012607078259973,0.012881881346754883,0.05257534942435246,-0.030992357950617902,0.09644958872172525,40.71439753962877
23,2020-12-01,0.01831992850759607,41,2238.0,0.03575790236315324,0.009536024037775625,0.017067638693404788,0.05444816603290169,-0.027612402567050415,0.09912820729335689,80.02618548873694
